id,sentence,subject_entity,object_entity,label,source
32480,"에피소드에서는 외계 시간여행자인 닥터 (크리스토퍼 에클스턴)이 새로운 동행자 로즈 타일러 (빌리 파이퍼)를 타디스를 이용한 첫번째 시공간 여행으로 5,000,000년에 데려간다.","{'word': '로즈 타일러', 'start_idx': 43, 'end_idx': 48, 'type': 'PER'}","{'word': '빌리 파이퍼', 'start_idx': 51, 'end_idx': 56, 'type': 'PER'}",per:alternate_names,wikipedia
32481,문재인 대통령 부인 김정숙 여사가 22일 오후 광주 광산구 남부대 시립국제수영장에서 열린 2019 광주세계수영선수권대회에서 이용섭 조직위원장과 김서영의 경기를 관람하고 있다.,"{'word': '김정숙', 'start_idx': 11, 'end_idx': 13, 'type': 'PER'}","{'word': '문재인', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",per:spouse,wikitree
32482,"당시 그의 장남(이자 이승만의 양자로써 당대 이승만의 권력을 반증하는 가짜 이강석 사건으로 잘 알려진) 이강석 소위는 이승만의 양자로 들어가 있었는데, 4월 28일 새벽 0시경에 아버지 이기붕, 어머니 박마리아, 남동생 이강욱을 총으로 쏴 죽이고, 자신도 자살했다.","{'word': '이기붕', 'start_idx': 104, 'end_idx': 106, 'type': 'PER'}","{'word': '박마리아', 'start_idx': 113, 'end_idx': 116, 'type': 'PER'}",per:spouse,wikipedia
32483,대한민국에서는 대부분 금성사(현 LG전자)의 패미콤 마이티 아니면 삼성전자의 SPC-1000등 구형 아날로그 컴퓨터 등이 보존처리 되고 소장자도 기업역사관 아니면 박물관 등이 해당된다.,"{'word': '금성사', 'start_idx': 12, 'end_idx': 14, 'type': 'ORG'}","{'word': 'LG전자', 'start_idx': 18, 'end_idx': 21, 'type': 'ORG'}",org:alternate_names,wikipedia
32484,"모델 김원중, 곽지영 씨 부부가 신혼 생활을 방송에서 공개했다.","{'word': '김원중', 'start_idx': 3, 'end_idx': 5, 'type': 'PER'}","{'word': '곽지영', 'start_idx': 8, 'end_idx': 10, 'type': 'PER'}",per:spouse,wikitree
32485,"이러한 내부의 '방위' 개념의 확대에 따라 1990년대 이후 독일 연방군은 북대서양 조약 기구(NATO)나 유럽 연합, 유엔의 일원으로 독일 국외에서 PKO 작전을 실시하는게 증가하고 있다.","{'word': 'NATO', 'start_idx': 53, 'end_idx': 56, 'type': 'ORG'}","{'word': '북대서양 조약 기구', 'start_idx': 42, 'end_idx': 51, 'type': 'ORG'}",org:alternate_names,wikipedia
32486,2007년 12월 3일 울산방송(ubc)이 특별기획으로 마련한 '대통령후보에게 듣는다'에 4번째로 출연한 무소속 이회창 후보가 자신의 대표공약인 지방분권 연방제와 울산시가 추진하고 있는 산업특별자치시가 '닮은 꼴'이라고 밝혔다.,"{'word': 'ubc', 'start_idx': 18, 'end_idx': 20, 'type': 'ORG'}","{'word': '울산방송', 'start_idx': 13, 'end_idx': 16, 'type': 'ORG'}",org:alternate_names,wikipedia
32487,전 축구선수 안정환(44) 씨 아내 이혜원(40) 씨가 때아닌 뭇매를 맞고 있다.,"{'word': '안정환', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}","{'word': '이혜원', 'start_idx': 20, 'end_idx': 22, 'type': 'PER'}",per:spouse,wikitree
32488,자의왕후는 문무왕과의 사이에서 소명태자와 훗날 신문왕이 되는 정명태자를 낳았다.,"{'word': '자의왕후', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '문무왕', 'start_idx': 6, 'end_idx': 8, 'type': 'PER'}",per:spouse,wikipedia
32489,"과거 막강한 권력을 가지고 있던 경쟁기관 국가보안위원회(KGB)가 1991년 쿠데타로 몰락하면서 현재의 러시아 연방보안국(FSB)과 해외정보국(SVR)으로 분열된 것과는 달리, 정보총국은 군부의 산하기관으로서 소비에트 연방 붕괴 이전의 규모를 그대로 유지할 수 있었다.","{'word': '국가보안위원회', 'start_idx': 23, 'end_idx': 29, 'type': 'ORG'}","{'word': '러시아 연방보안국', 'start_idx': 58, 'end_idx': 66, 'type': 'ORG'}",org:alternate_names,wikipedia
32490,"아나킨 스카이워커는 미디클로리언 수치가 20000이 넘는, 선천적으로 가진 포스의 능력이 가장 뛰어난 제다이로서, 콰이곤 진에 의해 늦은 나이에 수련을 받지만 이후 다크사이드로 타락하여 다스 베이더가 된다.","{'word': '콰이곤 진', 'start_idx': 64, 'end_idx': 68, 'type': 'PER'}","{'word': '아나킨 스카이워커', 'start_idx': 0, 'end_idx': 8, 'type': 'PER'}",per:colleagues,wikipedia
32491,탤런트 강은탁(37·신슬기) 어머니 A씨가 200명에게 사기 혐의로 피소당했다.,"{'word': '신슬기', 'start_idx': 11, 'end_idx': 13, 'type': 'PER'}","{'word': '강은탁', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}",per:alternate_names,wikitree
32492,"2013년 방탄소년단 멤버 랩몬스터(김남준), 슈가(민윤기)는 비프리와 '김봉현의 힙합 초대석 1주년 공개방송'에 출연했다.","{'word': '김남준', 'start_idx': 20, 'end_idx': 22, 'type': 'PER'}","{'word': '랩몬스터', 'start_idx': 15, 'end_idx': 18, 'type': 'PER'}",per:alternate_names,wikitree
32493,'코로나19'로 사회적 분위기가 암울한 가운데 배우 김우빈(김현중)이 한 줄기 빛 같은 소식을 전했다.,"{'word': '김현중', 'start_idx': 33, 'end_idx': 35, 'type': 'PER'}","{'word': '김우빈', 'start_idx': 29, 'end_idx': 31, 'type': 'PER'}",per:alternate_names,wikitree
32494,쇼니 씨(少弐氏)의 8대 당주로 쇼니 요리히사(少弐頼尚)의 둘째 아들이다.,"{'word': '少弐氏', 'start_idx': 5, 'end_idx': 7, 'type': 'PER'}","{'word': '쇼니 씨', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}",per:alternate_names,wikipedia
32495,그러나 빅토리아가 태어난 지 1년 만에 에드워드는 사망했고 그녀는 말도 통하지 않는 곳에 홀로 남겨지게 되었지만 자신의 딸이 윌리엄 4세 국왕 사후에 영국의 여왕으로 즉위하는 것이 거의 확정적인 분위기였다.,"{'word': '빅토리아', 'start_idx': 4, 'end_idx': 7, 'type': 'PER'}","{'word': '윌리엄 4세', 'start_idx': 70, 'end_idx': 75, 'type': 'PER'}",per:other_family,wikipedia
32496,"같은 날 김영삼이 민주자유당의 총재로 취임하면서 노태우는 민자당 명예총재에 선출되었으나, 9월 18일 정치적 중립성을 지켜야 된다는 이유로 모든 당직을 내놓고 민자당을 탈당하였다.","{'word': '민자당', 'start_idx': 32, 'end_idx': 34, 'type': 'ORG'}","{'word': '민주자유당', 'start_idx': 10, 'end_idx': 14, 'type': 'ORG'}",org:alternate_names,wikipedia
32497,"제10회 세계 육상 선수권 대회는 국제 육상 경기 연맹(IAAF)) 주관으로 2005년 8월 6일부터 14일까지 핀란드 헬싱키에 위치한 헬싱키 올림픽 스타디움에서 열린 국제 육상 대회이다. 1983년 제1회 대회 이후 22년 만에 헬싱키에서 개최됐다. 이 대회에서 장애인 육상 네 종목이 처음 시범 종목으로 도입됐으며, 여자 3000m 장애물 경주 종목이 추가되었다. 이로써 남녀 세부 종목이 거의(남자 24개, 여자 23개) 균형을 이루게 됐으며, 남자 세부 종목에 해당하는 여자 종목이 없는 종목은 50 km 경보, 110m 허들(여자는 100m 허들로 축소), 10종경기(여자는 7종경기로 축소 세 개로 줄었다.","{'word': 'IAAF', 'start_idx': 31, 'end_idx': 34, 'type': 'ORG'}","{'word': '국제 육상 경기 연맹', 'start_idx': 19, 'end_idx': 29, 'type': 'ORG'}",org:alternate_names,wikipedia
32498,"앞서 광주시는 국가보안연구소 광주지역사무소 설립협약(2월17일), 전기전자기술자협회(IEEE, Institute of Electrical and Electronics Engineers) 글로벌 인공지능표준위원회의 인공지능표준연구원 설립 협약(2월19일) 및 ㈜티맥스소프트 기술연구소 유치 협약(3월5일)을 체결했다.","{'word': 'IEEE', 'start_idx': 47, 'end_idx': 50, 'type': 'ORG'}","{'word': '전기전자기술자협회', 'start_idx': 37, 'end_idx': 45, 'type': 'ORG'}",org:alternate_names,wikitree
32499,"전국교직원노동조합(전교조) 불법화 선언과 함께 전교조에 결성에 참여한 오종렬외 1500명의 교사들을 해직, 파면시켰으며, 이에 반발하여 학원민주화를 요구하며 수업을 거부한 세종대학교 학생들을 모조리 징계, 유급조치, 퇴학 등을 가했다.","{'word': '전교조', 'start_idx': 10, 'end_idx': 12, 'type': 'ORG'}","{'word': '전국교직원노동조합', 'start_idx': 0, 'end_idx': 8, 'type': 'ORG'}",org:alternate_names,wikipedia
32500,이어 대한민국 임시정부와 연합하는데 반대하여 화북으로 올라온 조선의용대원들을 합류시켜 무정 등과 함께 조선의용군으로 이름을 개칭하고 조선독립동맹의 군사단체로 활용하였다.,"{'word': '조선의용대', 'start_idx': 34, 'end_idx': 38, 'type': 'POH'}","{'word': '조선의용군', 'start_idx': 57, 'end_idx': 61, 'type': 'ORG'}",org:alternate_names,wikipedia
32501,"오스트리아의 마리 테레즈(1638년 9월 10일 ~ 1683년 7월 30일)는 프랑스의 왕비로, 루이 14세의 아내이다.","{'word': '마리 테레즈', 'start_idx': 7, 'end_idx': 12, 'type': 'PER'}","{'word': '루이 14세', 'start_idx': 54, 'end_idx': 59, 'type': 'PER'}",per:spouse,wikipedia
32502,블랙핑크(BLACKPINK) 리사(LISA)가 18일 오후 인천국제공항 제2여객터미널을 이용해 이탈리아 로마로 출국했다.,"{'word': '블랙핑크', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': 'BLACKPINK', 'start_idx': 5, 'end_idx': 13, 'type': 'ORG'}",org:alternate_names,wikitree
32503,전 축구선수 안정환(43) 씨 아내 이혜원(40) 씨가 결국 SNS를 닫아버렸다.,"{'word': '이혜원', 'start_idx': 20, 'end_idx': 22, 'type': 'PER'}","{'word': '안정환', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",per:spouse,wikitree
32504,한편 이민정 씨는 2013년 배우 이병헌 씨와 결혼해 아들 하나를 두고 있다.,"{'word': '이병헌', 'start_idx': 19, 'end_idx': 21, 'type': 'PER'}","{'word': '이민정', 'start_idx': 3, 'end_idx': 5, 'type': 'PER'}",per:spouse,wikitree
32505,레오폴트 2세는 프랑스 국왕 루이 16세의 왕비 마리 앙트와네트의 친오빠로 혁명이 과격화됨에 따라 친족에게 가해지는 위험을 간과할 수 없게 되었던 것이다.,"{'word': '루이 16세', 'start_idx': 16, 'end_idx': 21, 'type': 'PER'}","{'word': '마리 앙트와네트', 'start_idx': 27, 'end_idx': 34, 'type': 'PER'}",per:spouse,wikipedia
32506,"지난 28일 정웅인 씨 아내 이지인 씨는 인스타그램 계정에 ""딸 자랑""이라는 해시태그와 사진 한 장을 공개했다.","{'word': '이지인', 'start_idx': 16, 'end_idx': 18, 'type': 'PER'}","{'word': '정웅인', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",per:spouse,wikitree
32507,"조반니는 교황 레오 10세(조반니 디 로렌초 데 메디치)의 고용으로, 콘도티에로 또는 용병대장이 되어 1516년 3월 5일 프란체스코 마리아 1세 델라 로베레를 상대로 한 전쟁을 이끌었다.","{'word': '조반니 디 로렌초 데 메디치', 'start_idx': 15, 'end_idx': 29, 'type': 'PER'}","{'word': '레오 10세', 'start_idx': 8, 'end_idx': 13, 'type': 'PER'}",per:alternate_names,wikipedia
32508,《Riding with the King》은 2000년 발매된 에릭 클랩튼과 B.B. 킹의 블루스 음반이다.,"{'word': '에릭 클랩튼', 'start_idx': 34, 'end_idx': 39, 'type': 'PER'}","{'word': 'B.B. 킹', 'start_idx': 42, 'end_idx': 47, 'type': 'PER'}",per:colleagues,wikipedia
32509,"본래 하후(夏侯)씨로, 하후돈(夏侯惇)과 하후연의 숙부였으나 환관인 십상시 조등(曹騰)의 양자가 되었다.","{'word': '하후연', 'start_idx': 23, 'end_idx': 25, 'type': 'PER'}","{'word': '하후돈', 'start_idx': 13, 'end_idx': 15, 'type': 'PER'}",per:siblings,wikipedia
32510,"2017년 문재인 정부의 정현백 장관은 ""여성혐오에 소극적으로 대처하는 건 더이상 여가부의 역할이 아니다""라며 정부 차원의 여성혐오 대응 TF를 만들 것을 예고했다.","{'word': '문재인', 'start_idx': 6, 'end_idx': 8, 'type': 'PER'}","{'word': '정현백', 'start_idx': 14, 'end_idx': 16, 'type': 'PER'}",per:colleagues,wikipedia
32511,"2011년 조양호, 이명희 부부가 예고없이 제주 칼호텔 19층의 중식당을 찾았을 당시 별실이 모두 차 있어 일반석으로 안내하자 고성이 시작됐다고 전했다.","{'word': '이명희', 'start_idx': 11, 'end_idx': 13, 'type': 'PER'}","{'word': '조양호', 'start_idx': 6, 'end_idx': 8, 'type': 'PER'}",per:spouse,wikipedia
32512,해방 이후에는 제6공화국 성립 이후 1988년부터 전두환과 부인 이순자가 세인의 눈을 피해(백담사 유배) 3년간 은둔한 곳이기도 하다.,"{'word': '이순자', 'start_idx': 36, 'end_idx': 38, 'type': 'PER'}","{'word': '전두환', 'start_idx': 28, 'end_idx': 30, 'type': 'PER'}",per:spouse,wikipedia
32513,"제목 '다크 나이트'는 원작 DC 코믹스의 시리즈에서 배트맨의 별명으로, 이는 역대 배트맨 영화 타이틀 중에서 '배트맨'이 빠진 유이한 경우다.","{'word': '다크 나이트', 'start_idx': 4, 'end_idx': 9, 'type': 'POH'}","{'word': '배트맨', 'start_idx': 30, 'end_idx': 32, 'type': 'PER'}",per:alternate_names,wikipedia
32514,MC딩동(40·허용운)이 'MC 지망생 폭행' 의혹에 전면 부인했다.,"{'word': '허용운', 'start_idx': 8, 'end_idx': 10, 'type': 'PER'}","{'word': 'MC딩동', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}",per:alternate_names,wikitree
32515,문재인 대통령 부인 김정숙 여사가 22일 오후 광주 광산구 남부대 시립국제수영장에서 열린 2019 광주세계수영선수권대회에서 이용섭 조직위원장과 김서영의 경기를 관람하기에 앞서 관중을 향해 손을 흔들고 있다.,"{'word': '문재인', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '김정숙', 'start_idx': 11, 'end_idx': 13, 'type': 'PER'}",per:spouse,wikitree
32516,연정훈 씨는 지난 2005년 배우 한가인과 결혼해 슬하에 두 자녀를 두고 있다.,"{'word': '한가인', 'start_idx': 19, 'end_idx': 21, 'type': 'PER'}","{'word': '연정훈', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",per:spouse,wikitree
32517,"요한 바오로 2세는 요제프 라칭거 추기경(훗날의 교황 베네딕토 16세)과 함께 자유주의 신학에 반대하며 끊임없이 피임, 낙태, 동성애 행위가 심각한 죄악이라고 가르쳤다.","{'word': '요한 바오로 2세', 'start_idx': 0, 'end_idx': 8, 'type': 'PER'}","{'word': '베네딕토 16세', 'start_idx': 30, 'end_idx': 37, 'type': 'PER'}",per:colleagues,wikipedia
32518,"12월 8일엔 러시아, 우크라이나, 벨라루스 3개 공화국의 정상이 벨라루스 서부의 비아워비에자 숲에서 비밀리에 만나 소련은 여러 이유로 더 이상 존재하지 않는다 선언하고 이를 독립국가연합(CIS)가 이어받았다고 합의한 벨라베자 조약에 서명했다.","{'word': 'CIS', 'start_idx': 105, 'end_idx': 107, 'type': 'ORG'}","{'word': '독립국가연합', 'start_idx': 98, 'end_idx': 103, 'type': 'ORG'}",org:alternate_names,wikipedia
32519,신인 배우 차인하(이재호·27) 씨가 사망했다.,"{'word': '이재호', 'start_idx': 10, 'end_idx': 12, 'type': 'PER'}","{'word': '차인하', 'start_idx': 6, 'end_idx': 8, 'type': 'PER'}",per:alternate_names,wikitree
32520,마동석(이동석)은 영화 '나쁜녀석들'에서 거칠지만 개그감 넘치게 악당을 상대한다.,"{'word': '이동석', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}","{'word': '마동석', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",per:alternate_names,wikitree
32521,1987년 6월에는 대통령 후보 자리를 놓고 다른 대안자로 지목되던 노신영과 정호용을 제치고 민주정의당 내에서 대통령 후보자로 추대되었다.,"{'word': '노신영', 'start_idx': 38, 'end_idx': 40, 'type': 'PER'}","{'word': '정호용', 'start_idx': 43, 'end_idx': 45, 'type': 'PER'}",per:colleagues,wikipedia
32522,"이어서 1991년 발표한 《사랑을 잃은 풀꽃》이 히트하여 《NHK 홍백가합전》에 첫 출연하였으며, 1993년에 다마키 고지(玉置浩二)가 작곡한 《무언 고개(無言坂)》로 《제35회 일본 레코드 대상》의 대상을 차지하는 쾌거를 이루었다.","{'word': '玉置浩二', 'start_idx': 69, 'end_idx': 72, 'type': 'PER'}","{'word': '다마키 고지', 'start_idx': 62, 'end_idx': 67, 'type': 'PER'}",per:alternate_names,wikipedia
32523,"국민 MC 유재석 씨, 유느님을 포맷 주인공으로 등장시켰지만, 이는 타사 프로그램을 그대로 베낀 것이 아니냐는 지적을 받고 있다.","{'word': '유느님', 'start_idx': 13, 'end_idx': 15, 'type': 'PER'}","{'word': '유재석', 'start_idx': 6, 'end_idx': 8, 'type': 'PER'}",per:alternate_names,wikitree
32524,"당시 충숙왕과 가장 먼저 결혼한 부인은 공원왕후였음에도, 훗날 충숙왕과 결혼한 복국장공주나 조국장공주등이 고려 왕실에 들어오면서 홍씨는 종실 정안공의 집으로 나가서 지내야 했다.","{'word': '충숙왕', 'start_idx': 35, 'end_idx': 37, 'type': 'PER'}","{'word': '공원왕후', 'start_idx': 22, 'end_idx': 25, 'type': 'PER'}",per:spouse,wikipedia
32525,"간미연은 황바울의 밝고 유머러스한 성격에, 황바울은 간미연의 배려심 깊은 면에 반해 결혼을 결심한 것으로 알려졌다.","{'word': '간미연', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '황바울', 'start_idx': 24, 'end_idx': 26, 'type': 'PER'}",per:spouse,wikitree
32526,이날 방송에서는 DM그룹 이사 정복동(김병철 분)이 천리마마트로 '좌천'되면서 DM그룹을 상대로 복수를 꿈꾸는 내용이 담겼다.,"{'word': '김병철', 'start_idx': 21, 'end_idx': 23, 'type': 'PER'}","{'word': '정복동', 'start_idx': 17, 'end_idx': 19, 'type': 'PER'}",per:alternate_names,wikitree
32527,KBS 전주방송총국(KBS 全州放送總局)은 전라북도 지역을 대상으로 하는 한국방송공사의 지역 방송 총국이다.,"{'word': 'KBS 全州放送總局', 'start_idx': 11, 'end_idx': 20, 'type': 'ORG'}","{'word': 'KBS 전주방송총국', 'start_idx': 0, 'end_idx': 9, 'type': 'ORG'}",org:alternate_names,wikipedia
32528,이번 기부는 평소 남편 유지태와 함께 다양한 기부와 후원 활동을 통해 유기견 보호에 앞장서고 있는 김효진이 유한양행 웰니스 측에 기부 의사를 밝히면서 시작 된 것으로 알려졌다.,"{'word': '김효진', 'start_idx': 55, 'end_idx': 57, 'type': 'PER'}","{'word': '유지태', 'start_idx': 13, 'end_idx': 15, 'type': 'PER'}",per:spouse,wikitree
32529,"전라남도는 1일 윤병태 정무부지사가 세종에서 기획재정부 예산실장, 예산실 각 심의관을 면담하고 기재부 예산실 전체 실과를 직접 방문해, 2020년도 국고현안사업에 대해 적극적인 협조를 요청했다고 밝혔다.","{'word': '기재부', 'start_idx': 53, 'end_idx': 55, 'type': 'ORG'}","{'word': '기획재정부', 'start_idx': 25, 'end_idx': 29, 'type': 'ORG'}",org:alternate_names,wikitree
32530,박 감독의 지휘 아래 베트남 축구는 지난해 아시아축구연맹(AFC) 23세 이하(U-23) 챔피언십 준우승을 시작으로 아시안게임 4강 신화와 10년 만의 아세안축구연맹(AFF) 스즈키컵 우승을 달성하는 등 연거푸 역사를 다시 썼다.,"{'word': 'AFC', 'start_idx': 32, 'end_idx': 34, 'type': 'ORG'}","{'word': '아시아축구연맹', 'start_idx': 24, 'end_idx': 30, 'type': 'ORG'}",org:alternate_names,wikitree
32531,"2015년 유승민은 8월 13일 사격의 진종오, 역도의 장미란을 제치고 국제올림픽위원회(IOC) 선수위원 대한민국 최종후보가 됐다.","{'word': 'IOC', 'start_idx': 49, 'end_idx': 51, 'type': 'ORG'}","{'word': '국제올림픽위원회', 'start_idx': 40, 'end_idx': 47, 'type': 'ORG'}",org:alternate_names,wikipedia
32532,전반 2분 바그다드 부네자(Baghdad Bounedjah)가 아크 왼쪽에서 시도한 슈팅이 상대 수비스 살리프 사네(Salif Sane) 발에 맞고 골절되면서 골망을 흔들렸다.,"{'word': 'Baghdad Bounedjah', 'start_idx': 15, 'end_idx': 31, 'type': 'PER'}","{'word': '바그다드 부네자', 'start_idx': 6, 'end_idx': 13, 'type': 'PER'}",per:alternate_names,wikitree
32533,윤상은 걸그룹 러블리즈(Lovelyz)의 아버지라고 표현될 정도로 원피스의 곡들은 대부분 러블리즈의 앨범에 집중되어 있다.,"{'word': 'Lovelyz', 'start_idx': 13, 'end_idx': 19, 'type': 'ORG'}","{'word': '러블리즈', 'start_idx': 8, 'end_idx': 11, 'type': 'PER'}",per:alternate_names,wikipedia
32534,이 사진은 문 대통령이 민주통합당(더불어민주당 전신) 대선 후보였던 2012년 10월 14일 서울 용산구 효창운동장에서 열린 ‘제30회 대통령기 이북도민체육대회’에 참석해 행사 참가자들과 인사를 나누고 있는 모습을 담은 것이다.,"{'word': '더불어민주당', 'start_idx': 19, 'end_idx': 24, 'type': 'ORG'}","{'word': '민주통합당', 'start_idx': 13, 'end_idx': 17, 'type': 'ORG'}",org:alternate_names,wikitree
32535,유희열이 루시드 폴을 그렇게까지 해서 함께 하고 싶다는 것보다는 유희열이 루시드 폴을 미선이때부터 팬의 입장으로써 후배이긴 하지만 존경했다고 한다.,"{'word': '미선이', 'start_idx': 48, 'end_idx': 50, 'type': 'PER'}","{'word': '루시드 폴', 'start_idx': 5, 'end_idx': 9, 'type': 'PER'}",per:alternate_names,wikipedia
32536,"2006년 1월 9일, 씨제이엔터테인먼트 이사회가 영화사업부문을 분리하여 씨제이엔터테인먼트 주식회사를 신설하고, 기존 씨제이엔터테인먼트는 투자사업부문만 존속시킨 뒤 씨제이이에치(주)(CJEH)로 상호 변경 후 씨제이㈜에 합병하기로 결의하였다.","{'word': '씨제이이에치(주)', 'start_idx': 92, 'end_idx': 100, 'type': 'ORG'}","{'word': '씨제이엔터테인먼트', 'start_idx': 13, 'end_idx': 21, 'type': 'ORG'}",org:alternate_names,wikipedia
32537,대한축구협회(KFA)는 4일 김학범 감독이 이끄는 U-22 대표팀과 시리아와의 친선경기 2연전이 취소됐다고 밝혔다.,"{'word': 'KFA', 'start_idx': 7, 'end_idx': 9, 'type': 'ORG'}","{'word': '대한축구협회', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}",org:alternate_names,wikitree
32538,개그맨 김원효·심진화 부부가 특별한 기념일을 고백했다.,"{'word': '김원효', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}","{'word': '심진화', 'start_idx': 8, 'end_idx': 10, 'type': 'PER'}",per:spouse,wikitree
32539,"인천테크노파크(인천TP)와 인천시 서구청, 중소벤처기업진흥공단(중진공), 신동근 국회의원은 19일 오전 청라국제도시 인천로봇랜드 로봇타워 20층 회의실에서 이 같은 내용을 담은 업무협약을 체결했다.","{'word': '중진공', 'start_idx': 35, 'end_idx': 37, 'type': 'ORG'}","{'word': '중소벤처기업진흥공단', 'start_idx': 24, 'end_idx': 33, 'type': 'ORG'}",org:alternate_names,wikitree
32540,최수종 씨는 아내 하희라 씨와 함께 저녁을 준비했다.,"{'word': '하희라', 'start_idx': 10, 'end_idx': 12, 'type': 'PER'}","{'word': '최수종', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",per:spouse,wikitree
